seed,edge_delta,brier_delta,map_delta,true_mass_delta
64301,0.205065,0.004975,0,-0.056831
64302,0.118387,0.002984,0,-0.010822
64303,-0.417211,-0.003353,0,0.187758
64304,-0.922987,-0.014196,0,0.329137
64305,-0.395042,-0.001815,0,0.220631
64306,-0.311985,-0.011239,0,0.005116
64307,2.562342,0.101094,-1,-0.265080
64308,-0.715112,-0.004226,0,0.323682
64309,-0.401820,-0.005664,0,0.123845
64310,-0.052889,0.000626,0,0.043773
64311,0.613643,0.040308,-1,-0.102381
64312,-0.182695,-0.000727,0,0.116360
